id,tagged_sentence
2193,"[('(', '('), ('C.', 'NP'), ('A.', 'NP'), ('J.', 'NP'), ('Hoeve', 'NP'), (',', ','), ('A.', 'NP'), ('A.', 'NP'), ('Blumberg', 'NP'), (')', ')'), ('crystallization', 'NN'), ('in', 'IN'), ('polymers', 'NN'), ('and', 'CC'), ('copolymers', 'NN')]"
2194,"[('Kerosene', 'NN'), ('was', 'BE'), ('very', 'QL'), ('effective', 'JJ'), ('in', 'IN'), ('ridding', 'VB'), ('pioneer', 'NN'), ('homes', 'NN'), ('of', 'IN'), ('the', 'AT'), ('pests', 'NN'), ('.', '.')]"
2196,"[('Could', 'MD'), ('you', 'PP'), ('possibly', 'RB'), ('have', 'HV'), ('lunch', 'NN'), ('with', 'IN'), ('him', 'PP'), ('today', 'NR'), ('?', '.'), ('?', '.')]"
2202,"[('Lookout', 'NN'), ('Mountain', 'NN'), (',', ','), ('Tennessee', 'NP'), (';', '.'), (';', '.')]"
2206,"[('And', 'CC'), ('to', 'TO'), ('do', 'DO'), ('this', 'DT'), ('requires', 'VB'), ('first', 'RB'), ('of', 'IN'), ('all', 'AB'), ('the', 'AT'), ('kind', 'NN'), ('of', 'IN'), ('information', 'NN'), ('about', 'IN'), ('people', 'NN'), ('which', 'WD'), ('is', 'BE'), ('provided', 'VB'), ('by', 'IN'), ('the', 'AT'), ('scientists', 'NN'), ('in', 'IN'), ('industrial', 'JJ'), ('anthropology', 'NN'), ('and', 'CC'), ('consumer', 'NN'), ('research', 'NN'), (',', ','), ('who', 'WP'), (',', ','), ('for', 'IN'), ('example', 'NN'), (',', ','), ('tell', 'VB'), ('Courtenay', 'NP'), ('that', 'CS'), ('three', 'CD'), ('days', 'NN'), ('is', 'BE'), ('the', 'AT'), ('``', '``'), ('optimum', 'JJ'), ('priming', 'NN'), ('period', 'NN'), ('for', 'IN'), ('a', 'AT'), ('closed', 'VB'), ('social', 'JJ'), ('circuit', 'NN'), ('to', 'TO'), ('be', 'BE'), ('triggered', 'VB'), ('with', 'IN'), ('a', 'AT'), ('catalytic', 'JJ'), ('cue-phrase', 'NN'), (""''"", ""''""), ('--', '--'), ('which', 'WD'), ('means', 'VB'), ('that', 'CS'), ('an', 'AT'), ('effective', 'JJ'), ('propaganda', 'NN'), ('technique', 'NN'), ('is', 'BE'), ('to', 'TO'), ('send', 'VB'), ('an', 'AT'), ('idea', 'NN'), ('into', 'IN'), ('circulation', 'NN'), ('and', 'CC'), ('then', 'RB'), ('three', 'CD'), ('days', 'NN'), ('later', 'RB'), ('reinforce', 'VB'), ('or', 'CC'), ('undermine', 'VB'), ('it', 'PP'), ('.', '.')]"
2207,"[('But', 'CC'), ('she', 'PP'), ('heard', 'VB'), ('him', 'PP'), ('go', 'VB'), ('.', '.')]"
2209,"[('No', 'AT'), ('one', 'CD'), ('can', 'MD'), ('be', 'BE'), ('as', 'QL'), ('effective', 'JJ'), ('as', 'CS'), ('the', 'AT'), ('president', 'NN'), ('in', 'IN'), ('inspiring', 'JJ'), ('older', 'JJ'), ('men', 'NN'), ('to', 'IN'), ('welcome', 'JJ'), ('imaginative', 'JJ'), ('new', 'JJ'), ('teachers', 'NN'), ('whose', 'WP'), ('philosophy', 'NN'), ('or', 'CC'), ('approach', 'NN'), ('to', 'IN'), ('their', 'PP'), ('specialties', 'NN'), ('is', 'BE'), ('quite', 'QL'), ('different', 'JJ'), ('.', '.')]"
2210,"[('Each', 'DT'), ('ally', 'NN'), ('will', 'MD'), ('have', 'HV'), ('to', 'TO'), ('carry', 'VB'), ('out', 'IN'), ('obligations', 'NN'), ('long', 'RB'), ('since', 'IN'), ('laid', 'VB'), ('down', 'RP'), (',', ','), ('but', 'CC'), ('never', 'RB'), ('completely', 'RB'), ('fulfilled', 'VB'), ('.', '.')]"
2212,"[('After', 'IN'), ('this', 'DT'), ('has', 'HV'), ('become', 'VB'), ('easy', 'JJ'), (',', ','), ('use', 'VB'), ('slower', 'JJ'), ('and', 'CC'), ('slower', 'JJ'), ('rhythms', 'NN'), (',', ','), ('kicking', 'VB'), ('higher', 'JJ'), ('and', 'CC'), ('higher', 'JJ'), ('.', '.')]"
2215,"[('He', 'PP'), (""doesn't"", 'DO'), ('think', 'VB'), ('that', 'CS'), ('potting', 'CS'), ('them', 'PP'), ('from', 'IN'), ('a', 'AT'), ('deck', 'NN'), ('chair', 'NN'), ('on', 'IN'), ('the', 'AT'), ('south', 'JJ'), ('side', 'NN'), ('of', 'IN'), ('the', 'AT'), ('house', 'NN'), ('with', 'IN'), ('a', 'AT'), ('quart', 'NN'), ('glass', 'NN'), ('of', 'IN'), ('beer', 'NN'), ('for', 'IN'), ('sustenance', 'NN'), ('is', 'BE'), ('entirely', 'RB'), ('sporting', 'VB'), ('.', '.')]"
2222,"[('I', 'PP'), ('snuggled', 'VB'), ('up', 'RP'), ('close', 'RB'), ('to', 'IN'), ('him', 'PP'), ('--', '--'), ('loving', 'VB'), ('him', 'PP'), ('--', '--'), ('thankful', 'JJ'), ('for', 'IN'), ('a', 'AT'), ('man', 'NN'), ('like', 'CS'), ('him', 'PP'), ('.', '.')]"
2225,"[('If', 'CS'), ('the', 'AT'), ('answer', 'NN'), ('to', 'IN'), ('what', 'WD'), ('was', 'BE'), ('that', 'DT'), ('noise', 'NN'), ('?', '.'), ('?', '.')]"
2228,"[('he', 'PP'), ('dare', 'MD'), ('not', '*'), ('be', 'BE'), ('a', 'AT'), ('cosmic', 'JJ'), ('aeon', 'NN'), ('that', 'CS'), ('swoops', 'NN'), ('to', 'IN'), ('earth', 'NN'), ('for', 'IN'), ('a', 'AT'), ('while', 'NN'), ('but', 'CC'), ('never', 'RB'), ('identifies', 'VB'), ('itself', 'PP'), ('with', 'IN'), (""man's"", 'NN'), ('history', 'NN'), ('.', '.')]"
2229,"[('It', 'PP'), ('commemorates', 'VB'), ('the', 'AT'), ('185th', 'JJ'), ('anniversary', 'NN'), ('of', 'IN'), ('Rhode', 'NP'), (""Island's"", 'NN'), ('Independence', 'NN'), ('when', 'WR'), (',', ','), ('upon', 'IN'), ('May', 'NP'), ('4', 'CD'), (',', ','), ('1776', 'CD'), (',', ','), ('the', 'AT'), ('General', 'JJ'), ('Assembly', 'NN'), (',', ','), ('by', 'IN'), ('its', 'PP'), ('action', 'NN'), (',', ','), ('established', 'VB'), ('the', 'AT'), ('first', 'OD'), ('free', 'JJ'), ('republic', 'NN'), ('in', 'IN'), ('the', 'AT'), ('New', 'JJ'), ('World', 'NN'), ('.', '.')]"
2233,"[('He', 'PP'), ('came', 'VB'), ('all', 'AB'), ('the', 'AT'), ('way', 'NN'), ('around', 'IN'), ('on', 'IN'), (""Gardner's"", 'NP'), ('hit', 'VB'), ('before', 'IN'), ('5777', 'AT'), ('fans', 'NN'), ('.', '.')]"
2234,"[('The', 'AT'), ('bleeding', 'NN'), ('girl', 'NN'), ('was', 'BE'), ('tiring', 'VB'), ('fast', 'RB'), (';', '.'), (';', '.')]"
2235,"[('Men', 'NN'), ('have', 'HV'), ('always', 'RB'), ('lived', 'VB'), ('in', 'IN'), ('a', 'AT'), ('tentative', 'JJ'), ('world', 'NN'), (',', ','), ('and', 'CC'), ('in', 'IN'), ('suspension', 'NN'), ('of', 'IN'), ('ultimate', 'JJ'), ('judgments', 'NN'), ('where', 'WR'), ('and', 'CC'), ('when', 'WR'), ('necessary', 'JJ'), ('.', '.')]"
2236,"[('They', 'PP'), ('were', 'BE'), ('climbing', 'VB'), ('the', 'AT'), ('hill', 'NN'), ('in', 'IN'), ('the', 'AT'), ('night', 'NN'), ('when', 'WR'), ('the', 'AT'), ('headlights', 'NN'), ('abruptly', 'RB'), ('probed', 'VB'), ('solid', 'JJ'), ('blackness', 'NN'), (',', ','), ('became', 'VB'), ('two', 'CD'), ('parallel', 'NN'), ('luminous', 'JJ'), ('tubes', 'NN'), ('which', 'WD'), ('broadened', 'VB'), ('out', 'RP'), ('into', 'IN'), ('a', 'AT'), ('faint', 'JJ'), ('mist', 'NN'), ('of', 'IN'), ('light', 'NN'), ('and', 'CC'), ('ended', 'VB'), ('.', '.')]"
2237,"[('A', 'AT'), ('beautiful', 'JJ'), ('and', 'CC'), ('haunting', 'JJ'), ('line', 'NN'), (',', ','), ('a', 'AT'), ('subtle', 'JJ'), ('genius', 'NN'), (',', ','), ('Swinburne', 'NP'), (',', ','), ('difficult', 'JJ'), ('not', '*'), ('to', 'TO'), ('envy', 'VB'), ('a', 'AT'), ('gifted', 'JJ'), ('man', 'NN'), (',', ','), ('and', 'CC'), ('perhaps', 'RB'), ('he', 'PP'), ('did', 'DO'), ('.', '.')]"
2238,"[('While', 'CS'), ('it', 'PP'), ('must', 'MD'), ('be', 'BE'), ('said', 'VB'), ('that', 'CS'), ('these', 'DT'), ('same', 'AP'), ('Protestants', 'NP'), ('have', 'HV'), ('built', 'VB'), ('some', 'DT'), ('new', 'JJ'), ('churches', 'NN'), ('during', 'IN'), ('this', 'DT'), ('period', 'NN'), (',', ','), ('and', 'CC'), ('that', 'CS'), ('religious', 'JJ'), ('population', 'NN'), ('shifts', 'NN'), ('have', 'HV'), ('emptied', 'VB'), ('churches', 'NN'), (',', ','), ('a', 'AT'), ('principal', 'JJ'), ('reason', 'NN'), ('for', 'IN'), ('this', 'DT'), ('phenomenon', 'NN'), ('of', 'IN'), ('redundancy', 'NN'), ('is', 'BE'), ('that', 'CS'), ('fewer', 'AP'), ('Protestants', 'NP'), ('are', 'BE'), ('going', 'VB'), ('to', 'IN'), ('church', 'NN'), ('.', '.')]"
2242,"[('Through', 'IN'), ('the', 'AT'), ('Frankfurt', 'NP'), ('Jewish', 'JJ'), ('Kulturbund', 'FW'), ('he', 'PP'), ('began', 'VB'), ('to', 'TO'), ('give', 'VB'), ('sonata', 'AT'), ('recitals', 'NN'), ('in', 'IN'), ('synagogues', 'NN'), (',', ','), ('with', 'IN'), ('Cellist', 'AT'), ('Emanuel', 'NN'), ('Feuermann', '.'), ('.', '.')]"
2245,"[('Rachel', 'NP'), ('stayed', 'VB'), ('on', 'IN'), ('after', 'IN'), ('the', 'AT'), ('doctor', 'NN'), ('had', 'HV'), ('gone', 'VB'), ('.', '.')]"
2248,"[('If', 'CS'), ('we', 'PP'), ('make', 'VB'), ('it', 'PP'), ('established', 'VB'), ('custom', 'NN'), ('that', 'CS'), ('whenever', 'WR'), ('butchery', 'NN'), ('on', 'IN'), ('the', 'AT'), ('highways', 'NN'), ('grows', 'VB'), ('excessive', 'JJ'), (',', ','), ('say', 'VB'), ('beyond', 'IN'), ('25,000', 'CD'), ('per', 'IN'), ('annum', 'NN'), (',', ','), ('then', 'RB'), ('somebody', 'PN'), ('is', 'BE'), ('going', 'VB'), ('to', 'TO'), ('hang', 'VB'), (',', ','), ('it', 'PP'), ('follows', 'VB'), ('that', 'CS'), ('the', 'AT'), ('more', 'QL'), ('eminent', 'JJ'), ('the', 'AT'), ('victim', 'NN'), (',', ','), ('the', 'AT'), ('more', 'QL'), ('impressive', 'JJ'), ('the', 'AT'), ('lesson', 'NN'), ('.', '.')]"
2249,"[('``', '``'), ('I', 'PP'), (""can't"", 'MD'), (""''"", ""''""), ('.', '.')]"
2251,"[('She', 'PP'), ('spouted', 'VB'), ('a', 'AT'), ('mouthful', 'NN'), ('of', 'IN'), ('water', 'NN'), ('into', 'IN'), ('the', 'AT'), ('air', 'NN'), ('.', '.')]"
2253,"[('Gross', 'NP'), ('stopped', 'VB'), ('briefly', 'RB'), (',', ','), ('then', 'RB'), ('went', 'VB'), ('on', 'RP'), ('.', '.')]"
2256,"[('And', 'CC'), ('in', 'IN'), ('the', 'AT'), ('morning', 'NN'), ('when', 'WR'), ('he', 'PP'), ('woke', 'VB'), ('up', 'RP'), ('at', 'IN'), ('ten', 'CD'), ('the', 'AT'), ('church', 'NN'), ('bells', 'NN'), ('were', 'BE'), ('ringing', 'VB'), ('.', '.')]"
2259,"[('also', 'RB'), ('it', 'PP'), ('would', 'MD'), ('be', 'BE'), ('expected', 'VB'), ('that', 'CS'), ('Af', 'NN'), ('would', 'MD'), ('compete', 'VB'), ('very', 'QL'), ('effectively', 'RB'), ('with', 'IN'), ('any', 'DT'), ('impurities', 'NN'), ('as', 'CS'), ('a', 'AT'), ('scavenger', 'NN'), ('for', 'IN'), ('Af', 'NN'), ('radicals', 'NN'), ('.', '.')]"
2264,"[('Nor', 'CC'), ('did', 'DO'), ('the', 'AT'), ('Trial', 'NN'), ('devote', 'VB'), ('much', 'AP'), ('attention', 'NN'), ('to', 'TO'), ('exposing', 'VB'), ('the', 'AT'), ('usefulness', 'NN'), ('of', 'IN'), ('anti-Semitism', 'NN'), ('to', 'IN'), ('the', 'AT'), ('Nazis', 'NP'), (',', ','), ('both', 'AB'), ('in', 'IN'), ('building', 'VB'), ('their', 'PP'), ('own', 'JJ'), ('power', 'NN'), ('and', 'CC'), ('in', 'IN'), ('destroying', 'VB'), ('that', 'CS'), ('of', 'IN'), ('rival', 'JJ'), ('organizations', 'NN'), ('and', 'CC'), ('states', 'NN'), ('.', '.')]"
2265,"[('Linguists', 'NN'), ('have', 'HV'), ('not', '*'), ('always', 'RB'), ('been', 'BE'), ('more', 'RB'), ('enlightened', 'VB'), ('than', 'CS'), ('``', '``'), ('practical', 'JJ'), ('people', 'NN'), (""''"", ""''""), ('and', 'CC'), ('sometimes', 'RB'), ('have', 'HV'), ('insisted', 'VB'), ('on', 'IN'), ('incredibly', 'QL'), ('trivial', 'JJ'), ('points', 'NN'), ('while', 'NN'), ('neglecting', 'VB'), ('things', 'NN'), ('of', 'IN'), ('much', 'AP'), ('greater', 'JJ'), ('significance', 'NN'), ('.', '.')]"
2266,"[('Dwellers', 'NN'), ('thereabouts', 'BE'), ('preferred', 'VB'), ('to', 'TO'), ('get', 'VB'), ('their', 'PP'), ('apple', 'NN'), ('pies', 'NN'), ('at', 'IN'), ('the', 'AT'), ('local', 'JJ'), ('bakery', 'NN'), (',', ','), ('which', 'WD'), ('had', 'HV'), ('a', 'AT'), ('brick', 'NN'), ('oven', 'NN'), ('fired', 'VB'), ('with', 'IN'), ('redwood', 'NN'), ('billets', '.'), ('.', '.')]"
2270,"[('Why', 'WR'), (',', ','), ('in', 'IN'), ('the', 'AT'), ('first', 'OD'), ('place', 'NN'), (',', ','), ('call', 'VB'), ('himself', 'PP'), ('a', 'AT'), ('liberal', 'JJ'), ('if', 'CS'), ('he', 'PP'), ('is', 'BE'), ('against', 'IN'), ('laissez-faire', 'NN'), ('and', 'CC'), ('favors', 'VB'), ('an', 'AT'), ('authoritarian', 'JJ'), ('central', 'JJ'), ('government', 'NN'), ('with', 'IN'), ('womb-to-tomb', 'AT'), ('controls', 'NN'), ('over', 'IN'), ('everybody', 'PN'), ('?', '.'), ('?', '.')]"
2272,"[('Adam', 'NP'), ('and', 'CC'), ('Eve', 'NN'), ('were', 'BE'), ('perfect', 'JJ'), (',', ','), ('not', '*'), ('in', 'IN'), ('the', 'AT'), ('sense', 'NN'), ('that', 'CS'), ('they', 'PP'), ('possessed', 'VB'), ('perfection', 'NN'), (',', ','), ('but', 'CC'), ('in', 'IN'), ('the', 'AT'), ('sense', 'NN'), ('that', 'CS'), ('they', 'PP'), ('were', 'BE'), ('capable', 'JJ'), ('of', 'IN'), ('development', 'NN'), ('toward', 'IN'), ('perfection', 'NN'), ('.', '.')]"
2274,"[('He', 'PP'), ('asked', 'VB'), ('.', '.')]"
2276,"[('The', 'AT'), ('new', 'JJ'), ('birth', 'NN'), ('is', 'BE'), ('the', 'AT'), ('implantation', 'NN'), ('of', 'IN'), ('a', 'AT'), ('new', 'JJ'), ('life', 'NN'), ('.', '.')]"
2279,"[('``', '``'), ('Soak', 'VB'), ('as', 'CS'), ('long', 'JJ'), ('as', 'CS'), ('you', 'PP'), ('want', 'VB'), (',', ','), ('Joyce', 'NP'), ('.', '.')]"
2282,"[('With', 'IN'), ('respect', 'NN'), ('to', 'IN'), ('items', 'NN'), ('such', 'JJ'), ('as', 'CS'), ('these', 'DT'), ('the', 'AT'), ('provisions', 'NN'), ('of', 'IN'), ('section', 'NN'), ('381(c)', 'CD'), (',', ','), ('viewed', 'VB'), ('in', 'IN'), ('historical', 'JJ'), ('perspective', 'NN'), (',', ','), ('suggest', 'VB'), ('a', 'AT'), ('rule', 'NN'), ('requiring', 'VB'), ('survival', 'NN'), (',', ','), ('whether', 'CS'), ('the', 'AT'), ('items', 'NN'), ('are', 'BE'), ('beneficial', 'JJ'), ('or', 'CC'), ('detrimental', 'JJ'), ('to', 'IN'), ('the', 'AT'), ('surviving', 'VB'), ('corporation', 'NN'), ('.', '.')]"
2285,"[('They', 'PP'), ('were', 'BE'), ('in', 'IN'), ('a', 'AT'), ('fight', 'NN'), (',', ','), ('outweighed', 'VB'), ('in', 'IN'), ('both', 'AB'), ('numbers', 'NN'), ('and', 'CC'), ('money', 'NN'), ('.', '.')]"
2286,"[('But', 'CC'), ('this', 'DT'), ('time', 'NN'), ('she', 'PP'), ('was', 'BE'), ('nervous', 'JJ'), (':', 'IN'), ('she', 'PP'), ('was', 'BE'), ('open', 'JJ'), ('.', '.')]"
2288,"[('That', 'CS'), ('these', 'DT'), ('magazines', 'NN'), ('also', 'RB'), ('deluded', 'VB'), ('the', 'AT'), ('Krims', 'NN'), ('of', 'IN'), ('the', 'AT'), ('world', 'NN'), ('is', 'BE'), ('unfortunate', 'JJ'), ('but', 'CC'), ('inevitable', 'JJ'), ('.', '.')]"
2292,"[('Or', 'CC'), ('is', 'BE'), ('it', 'PP'), ('relevant', 'JJ'), ('because', 'CS'), ('it', 'PP'), ('teaches', 'VB'), ('us', 'PP'), ('something', 'PN'), ('useful', 'JJ'), ('to', 'TO'), ('know', 'VB'), ('about', 'IN'), ('ourselves', 'PP'), ('?', '.'), ('?', '.')]"
2293,"[('Certainly', 'RB'), ('its', 'PP'), ('composer', 'NN'), ('was', 'BE'), ('an', 'AT'), ('ascending', 'VB'), ('star', 'NN'), ('on', 'IN'), ('a', 'AT'), ('new', 'JJ'), ('world', 'NN'), ('horizon', 'NN'), ('.', '.')]"
2298,"[(""You'd"", 'PP'), ('have', 'HV'), ('to', 'TO'), ('wait', 'VB'), ('till', 'CS'), (""Seaton's"", 'AT'), ('back', 'NN'), ('from', 'IN'), ('Mexico', 'NP'), ('City', 'NN'), ('and', 'CC'), ('also', 'RB'), ('while', 'CS'), ('I', 'PP'), ('set', 'VB'), ('it', 'PP'), ('up', 'RP'), ('with', 'IN'), ('Doris', 'NP'), ('to', 'TO'), ('have', 'HV'), ('her', 'PP'), ('have', 'HV'), ('an', 'AT'), ('alibi', 'NN'), ('for', 'IN'), ('D-night', 'NN'), ('.', '.')]"
2302,"[('``', '``'), ('The', 'AT'), ('entire', 'JJ'), ('object', 'NN'), ('of', 'IN'), ('the', 'AT'), ('press', 'NN'), ('conference', 'NN'), ('was', 'BE'), ('to', 'TO'), ('clarify', 'VB'), ('the', 'AT'), ('problem', 'NN'), ('of', 'IN'), ('the', 'AT'), ('list', 'NN'), (',', ','), ('since', 'IN'), ('many', 'AP'), ('in', 'IN'), ('the', 'AT'), ('press', 'NN'), ('were', 'BE'), ('querying', 'VB'), ('the', 'AT'), ('U.N.', 'NP'), ('about', 'IN'), ('it', 'PP'), ('.', '.')]"
2303,"[('though', 'CS'), ('contemptuous', 'JJ'), (',', ','), ('they', 'PP'), ('were', 'BE'), ('still', 'RB'), ('polite', 'JJ'), ('.', '.')]"
2304,"[('At', 'IN'), ('different', 'JJ'), ('times', 'NN'), ('he', 'PP'), ('served', 'VB'), ('as', 'CS'), ('glee-club', 'NN'), ('and', 'CC'), ('choir', 'NN'), ('leader', 'NN'), ('and', 'CC'), ('as', 'CS'), ('organist', 'PP'), ('.', '.')]"
2305,"[('It', 'PP'), ('was', 'BE'), ('interesting', 'JJ'), ('to', 'TO'), ('note', 'VB'), ('that', 'CS'), ('many', 'AP'), ('of', 'IN'), ('these', 'DT'), ('Juniors', 'NN'), ('were', 'BE'), ('showing', 'VB'), ('dogs', 'NN'), ('in', 'IN'), ('various', 'JJ'), ('other', 'AP'), ('classes', 'NN'), ('at', 'IN'), ('the', 'AT'), ('show', 'NN'), ('prior', 'RB'), ('to', 'IN'), ('the', 'AT'), ('Finals', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Junior', 'JJ'), ('Class', 'NN'), ('.', '.')]"
2306,"[('Her', 'PP'), ('eyes', 'NN'), ('had', 'HV'), ('opened', 'VB'), (',', ','), ('she', 'PP'), ('had', 'HV'), ('caught', 'VB'), ('a', 'AT'), ('glimpse', 'NN'), ('of', 'IN'), ('a', 'AT'), ('new', 'JJ'), ('faith', 'NN'), ('.', '.')]"
2308,"[('``', '``'), ('We', 'PP'), ('had', 'HV'), ('concluded', 'VB'), ('that', 'CS'), ('no', 'AT'), ('race', 'NN'), ('as', 'CS'), ('ephemeral', 'JJ'), ('as', 'CS'), ('yours', 'PP'), ('could', 'MD'), ('have', 'HV'), ('had', 'HV'), ('time', 'NN'), ('to', 'TO'), ('develop', 'VB'), ('a', 'AT'), ('sense', 'NN'), ('of', 'IN'), ('justice', 'NN'), ('.', '.')]"
2310,"[('The', 'AT'), ('effect', 'NN'), ('of', 'IN'), ('radiation', 'NN'), ('is', 'BE'), ('cumulative', 'JJ'), ('over', 'IN'), ('the', 'AT'), ('years', 'NN'), ('--', '--'), ('and', 'CC'), ('on', 'IN'), ('to', 'IN'), ('succeeding', 'JJ'), ('generations', 'NN'), ('.', '.')]"
2313,"[('If', 'CS'), ('both', 'AB'), ('George', 'NP'), ('and', 'CC'), ('a', 'AT'), ('piece', 'NN'), ('of', 'IN'), ('information', 'NN'), ('George', 'NP'), ('does', 'DO'), ('not', '*'), ('have', 'HV'), ('are', 'BE'), ('prominent', 'JJ'), ('in', 'IN'), ('the', 'AT'), ('context', 'NN'), (',', ','), ('but', 'CC'), ('the', 'AT'), ('idea', 'NN'), ('of', 'IN'), ('telling', 'VB'), ('George', 'NP'), ('is', 'BE'), ('new', 'JJ'), (',', ','), ('then', 'RB'), ('dominant', 'JJ'), ('stress', 'NN'), ('will', 'MD'), ('probably', 'RB'), ('be', 'BE'), ('on', 'IN'), ('tell', 'VB'), ('in', 'IN'), ('why', 'WR'), ('not', '*'), ('tell', 'VB'), ('George', 'NP'), ('?', '.'), ('?', '.')]"
2314,"[('For', 'IN'), ('the', 'AT'), ('use', 'NN'), ('of', 'IN'), ('students', 'NN'), ('and', 'CC'), ('future', 'JJ'), ('restorers', 'NN'), (',', ','), ('a', 'AT'), ('full', 'JJ'), (',', ','), ('day-by-day', 'JJ'), ('record', 'NN'), ('was', 'BE'), ('kept', 'VB'), ('of', 'IN'), ('all', 'AB'), ('three', 'CD'), ('undertakings', 'NN'), (',', ','), ('complete', 'JJ'), ('technical', 'JJ'), ('reports', 'NN'), ('on', 'IN'), ('what', 'WD'), ('we', 'PP'), ('found', 'VB'), ('and', 'CC'), ('what', 'WD'), ('we', 'PP'), ('did', 'DO'), ('.', '.')]"
2316,"[('``', '``'), ('Wrong', 'JJ'), ('word', 'NN'), (',', ','), ('darling', 'NN'), ('.', '.')]"
2317,"[('Lighting', 'VB'), ('is', 'BE'), ('an', 'AT'), ('important', 'JJ'), ('consideration', 'NN'), ('.', '.')]"
2319,"[('He', 'PP'), ('did', 'DO'), ('not', '*'), ('neglect', 'VB'), ('his', 'PP'), ('wife', 'NN'), ('in', 'IN'), ('Cromwell', 'NP'), ('Hall', 'NN'), (',', ','), ('but', 'CC'), ('telephoned', 'VB'), ('her', 'PP'), ('and', 'CC'), ('wrote', 'VB'), ('her', 'PP'), ('with', 'IN'), ('assurances', 'NN'), ('of', 'IN'), ('his', 'PP'), ('continuing', 'VB'), ('interest', 'NN'), ('and', 'CC'), ('of', 'IN'), ('his', 'PP'), ('wish', 'VB'), ('to', 'IN'), ('``', '``'), ('stand', 'VB'), ('behind', 'RB'), (""''"", ""''""), ('her', 'PP'), ('in', 'IN'), ('their', 'PP'), ('separation', 'NN'), ('and', 'CC'), ('of', 'IN'), ('his', 'PP'), ('hope', 'VB'), ('that', 'CS'), ('there', 'EX'), ('would', 'MD'), ('be', 'BE'), ('no', 'AT'), ('bitterness', 'NN'), ('between', 'IN'), ('them', 'PP'), ('.', '.')]"
2325,"[('On', 'IN'), ('large-area', 'AT'), ('units', 'NN'), (',', ','), ('where', 'WR'), ('additional', 'JJ'), ('structural', 'JJ'), ('requirements', 'NN'), ('are', 'BE'), ('imposed', 'VB'), (',', ','), ('one', 'CD'), ('recent', 'JJ'), ('approach', 'NN'), ('utilizes', 'VB'), ('modular', 'TO'), ('extruded', 'VB'), ('or', 'CC'), ('formed', 'VB'), ('channels', 'NN'), ('(', '('), ('e.g.', 'RB'), ('right-angled', 'IN'), ('corrugations', 'CD'), (')', ')'), ('of', 'IN'), ('the', 'AT'), ('acrylic', 'NN'), ('or', 'CC'), ('butyrate', 'NN'), ('.', '.')]"
2326,"[('Often', 'RB'), (',', ','), ('therefore', 'RB'), (',', ','), ('there', 'EX'), ('are', 'BE'), ('a', 'AT'), ('number', 'NN'), ('of', 'IN'), ('rules', 'NN'), ('having', 'HV'), ('the', 'AT'), ('same', 'AP'), ('effect', 'NN'), (',', ','), ('and', 'CC'), ('commonly', 'RB'), ('other', 'AP'), ('sets', 'NN'), ('of', 'IN'), ('rules', 'NN'), ('as', 'CS'), ('well', 'RB'), (',', ','), ('having', 'HV'), ('the', 'AT'), ('opposite', 'JJ'), ('effect', 'NN'), ('.', '.')]"
2330,"[('Deck', 'NN'), ('Cadet', 'IN'), ('James', 'NP'), ('L.', 'NP'), ('Cahill', ','), ('and', 'CC'), ('Seaman', 'NN'), ('Walter', 'NP'), ('Brooks', 'NP'), ('had', 'HV'), ('been', 'BE'), ('the', 'AT'), ('first', 'OD'), ('to', 'TO'), ('leave', 'VB'), ('.', '.')]"
2336,"[('The', 'AT'), ('china', 'NN'), ('lemon', 'NN'), ('tree', 'NN'), ('.', '.')]"
2338,"[('In', 'IN'), ('fact', 'NN'), (',', ','), ('the', 'AT'), ('technical', 'JJ'), ('procedure', 'NN'), ('in', 'IN'), ('medical', 'JJ'), ('examinations', 'NN'), ('may', 'MD'), ('be', 'BE'), ('wisely', 'RB'), ('adapted', 'VB'), ('to', 'IN'), ('his', 'PP'), ('romantic', 'JJ'), ('purposes', 'NN'), ('by', 'IN'), ('the', 'AT'), ('husband', 'NN'), ('during', 'IN'), ('the', 'AT'), ('honeymoon', 'NN'), ('.', '.')]"
2340,"[('The', 'AT'), ('girls', 'NN'), ('in', 'IN'), ('the', 'AT'), ('market', 'NN'), ('place', 'NN'), ('wore', 'VB'), ('long-sleeved', 'AT'), ('dresses', 'NN'), ('and', 'CC'), ('covered', 'VB'), ('their', 'PP'), ('legs', 'NN'), ('with', 'IN'), ('cloth', 'NN'), ('stockings', 'NN'), ('.', '.')]"
2341,"[('I', 'PP'), (""didn't"", 'DO'), ('get', 'VB'), ('a', 'AT'), ('good', 'JJ'), ('look', 'NN'), ('at', 'IN'), ('him', 'PP'), ('at', 'IN'), ('all', 'AB'), (',', ','), ('his', 'PP'), ('back', 'NN'), ('was', 'BE'), ('to', 'IN'), ('me', 'PP'), (',', ','), ('and', 'CC'), ('I', 'PP'), ('was', 'BE'), ('so', 'RB'), ('scared', 'VB'), ('It', 'PP'), ('was', 'BE'), ('just', 'RB'), ('somebody', 'PN'), ('in', 'IN'), ('a', 'AT'), (""man's"", 'NN'), ('suit', 'NN'), ('.', '.')]"
2344,"[('No', 'AT'), ('Jew', 'NP'), ('was', 'BE'), ('on', 'IN'), ('hand', 'NN'), ('to', 'IN'), ('boycott', 'NN'), ('his', 'PP'), ('financially', 'RB'), ('struggling', 'VB'), ('theater', 'NN'), ('.', '.')]"
