id,tagged_sentence
1291,"[('``', '``'), ('La', 'FW'), ('Dolce', 'FW'), ('Vita', 'NN'), (""''"", ""''""), (',', ','), ('the', 'AT'), ('dynamite', 'AT'), ('Italian', 'JJ'), ('flicker', 'NN'), (',', ','), ('opens', 'VB'), ('at', 'IN'), ('popular', 'JJ'), ('prices', 'NN'), ('at', 'IN'), ('the', 'AT'), ('Loop', 'NN'), ('theater', 'NN'), ('Nov.', 'NP'), ('2', 'CD'), ('.', '.')]"
1293,"[('The', 'AT'), ('proclamation', 'NN'), ('of', 'IN'), ('the', 'AT'), ('churches', 'NN'), ('is', 'BE'), ('almost', 'QL'), ('totally', 'BE'), ('confined', 'VB'), ('to', 'TO'), ('pastoral', 'JJ'), ('contacts', 'NN'), ('by', 'IN'), ('the', 'AT'), ('clergy', 'NN'), ('(', '('), ('17.3', 'CD'), ('per', 'IN'), ('cent', 'NN'), ('of', 'IN'), ('new', 'JJ'), ('members', 'NN'), (')', ')'), ('and', 'CC'), ('friendly', 'JJ'), ('contacts', 'NN'), ('by', 'IN'), ('members', 'NN'), ('(', '('), ('over', 'IN'), ('two', 'CD'), ('thirds', 'NN'), ('if', 'CS'), ('organizational', 'NN'), ('activities', 'NN'), ('are', 'BE'), ('included', 'VB'), (')', 'NN'), ('.', '.')]"
1295,"[('Analysis', 'NN'), ('in', 'IN'), ('roleplaying', 'NN'), ('is', 'BE'), ('usually', 'RB'), ('done', 'VB'), ('for', 'IN'), ('the', 'AT'), ('purpose', 'NN'), ('of', 'IN'), ('understanding', 'VB'), ('strong', 'JJ'), ('and', 'CC'), ('weak', 'JJ'), ('points', 'NN'), ('of', 'IN'), ('an', 'AT'), ('individual', 'NN'), ('or', 'CC'), ('as', 'CS'), ('a', 'AT'), ('process', 'NN'), ('to', 'TO'), ('eliminate', 'VB'), ('weak', 'JJ'), ('parts', 'NN'), ('and', 'CC'), ('strengthen', 'AT'), ('good', 'JJ'), ('parts', 'NN'), ('.', '.')]"
1298,"[('But', 'CC'), (',', ','), ('in', 'IN'), ('spite', 'NN'), ('of', 'IN'), ('this', 'DT'), (',', ','), ('I', 'PP'), (',', ','), ('at', 'IN'), ('present', 'IN'), ('a', 'AT'), ('man', 'NN'), ('31', 'CD'), ('years', 'NN'), ('of', 'IN'), ('age', 'NN'), ('and', 'CC'), ('a', 'AT'), ('College', 'NN'), ('Professor', 'NN'), (',', ','), ('have', 'HV'), ('been', 'BE'), ('recalled', 'VB'), ('``', '``'), ('by', 'AT'), ('direction', 'NN'), ('of', 'IN'), ('the', 'AT'), ('President', 'NN'), (""''"", ""''""), ('to', 'TO'), ('report', 'VB'), ('on', 'IN'), ('November', 'NP'), ('25th', 'VB'), ('to', 'IN'), ('Fort', 'NN'), ('Devens', 'NN'), (',', ','), ('Massachusetts', 'NP'), (',', ','), ('for', 'IN'), ('another', 'DT'), ('twelve', 'CD'), ('months', 'NN'), ('of', 'IN'), ('Active', 'JJ'), ('Duty', 'NN'), ('as', 'CS'), ('an', 'AT'), ('Sp', 'NN'), ('4', 'CD'), ('(', 'IN'), ('the', 'AT'), ('equivalent', 'NN'), ('of', 'IN'), ('a', 'AT'), ('PFC', 'NN'), (')', ')'), ('.', '.')]"
1299,"[('During', 'IN'), ('the', 'AT'), ('Brown', 'NP'), ('trial', 'NN'), (',', ','), ('however', 'RB'), (',', ','), ('the', 'AT'), (""state's"", 'NN'), ('most', 'QL'), ('powerful', 'JJ'), ('Democratic', 'JJ'), ('newspaper', 'NN'), (',', ','), ('the', 'AT'), ('Providence', 'NP'), ('Daily', 'JJ'), ('Post', 'NN'), (',', ','), ('stated', 'VB'), ('that', 'CS'), ('Brown', 'PP'), ('was', 'BE'), ('a', 'AT'), ('murderer', 'NN'), (',', ','), ('a', 'AT'), ('man', 'NN'), ('of', 'IN'), ('blood', 'NN'), (',', ','), ('and', 'CC'), ('that', 'CS'), ('he', 'PP'), ('and', 'CC'), ('his', 'PP'), ('associates', 'NN'), (',', ','), ('with', 'IN'), ('the', 'AT'), ('assistance', 'NN'), ('of', 'IN'), ('Republicans', 'NN'), ('and', 'CC'), ('Abolitionists', 'NN'), (',', ','), ('had', 'HV'), ('plotted', 'BE'), ('not', '*'), ('only', 'RB'), ('the', 'AT'), ('liberation', 'NN'), ('of', 'IN'), ('the', 'AT'), ('slaves', 'NN'), ('but', 'CC'), ('also', 'RB'), ('the', 'AT'), ('overthrow', 'NN'), ('of', 'IN'), ('state', 'NN'), ('and', 'CC'), ('federal', 'JJ'), ('governments', 'NN'), ('.', '.')]"
1301,"[('When', 'WR'), ('these', 'DT'), ('groups', 'NN'), ('were', 'BE'), ('first', 'RB'), ('formed', 'VB'), ('many', 'AP'), ('prominent', 'NN'), ('and', 'CC'), ('accomplished', 'RN'), ('decorators', 'PP'), ('could', 'MD'), ('not', '*'), ('have', 'HV'), ('had', 'HV'), ('the', 'AT'), ('advantage', 'NN'), ('of', 'IN'), ('school', 'NN'), ('training', 'NN'), ('since', 'IN'), ('interior', 'JJ'), ('design', 'NN'), ('courses', 'NN'), ('were', 'BE'), ('rare', 'JJ'), ('and', 'CC'), ('undeveloped', 'NN'), ('during', 'IN'), ('their', 'PP'), ('youth', 'NN'), ('.', '.')]"
1302,"[('Variations', 'NN'), ('in', 'IN'), ('aerator', 'VB'), ('speeds', 'NN'), ('during', 'IN'), ('the', 'AT'), ('latter', 'AP'), ('two', 'CD'), ('months', 'NN'), ('of', 'IN'), ('this', 'DT'), ('study', 'NN'), ('caused', 'VB'), ('increased', 'VB'), ('mixing', 'NN'), ('and', 'CC'), ('increased', 'VB'), ('oxygen', 'NN'), ('demand', 'NN'), ('.', '.')]"
1305,"[('At', 'IN'), ('last', 'RB'), (',', ','), ('sitting', 'VB'), ('there', 'RB'), (',', ','), ('in', 'IN'), ('the', 'AT'), ('familiar', 'JJ'), ('surroundings', 'NN'), (',', ','), ('the', 'AT'), ('truth', 'NN'), ('began', 'VB'), ('to', 'TO'), ('sink', 'VB'), ('in', 'IN'), ('.', '.')]"
1307,"[('At', 'IN'), ('times', 'NN'), ('pioneer', 'AT'), ('children', 'NN'), ('got', 'VB'), ('lice', 'NN'), ('in', 'IN'), ('their', 'PP'), ('hair', 'NN'), ('.', '.')]"
1309,"[('``', '``'), ('Much', 'NN'), ('of', 'IN'), ('the', 'AT'), (""navy's"", 'AT'), ('future', 'NN'), ('depends', 'VB'), ('upon', 'IN'), ('her', 'PP'), (""''"", ""''""), (',', ','), ('an', 'AT'), ('American', 'JJ'), ('naval', 'JJ'), ('announcement', 'NN'), ('said', 'VB'), ('on', 'IN'), ('the', 'AT'), (""Skipjack's"", 'AT'), ('first', 'OD'), ('arrival', 'NN'), ('in', 'IN'), ('British', 'JJ'), ('waters', 'NN'), ('in', 'IN'), ('August', 'NP'), (',', ','), ('1959', 'CD'), (',', ','), ('for', 'IN'), ('exhibition', 'NN'), ('to', 'IN'), ('selected', 'VB'), ('high', 'JJ'), ('officers', 'NN'), ('at', 'IN'), ('Portland', 'NP'), ('underwater', 'JJ'), ('research', 'NN'), ('station', 'NN'), ('.', '.')]"
1310,"[('A', 'AT'), ('fourteen-year-old', 'AT'), ('girl', 'NN'), ('from', 'IN'), ('the', 'AT'), ('Middle', 'JJ'), ('West', 'BE'), ('observed', 'VB'), ('wryly', 'VB'), ('that', 'CS'), (',', ','), ('in', 'IN'), ('her', 'PP'), ('community', 'NN'), (',', ','), ('religion', 'NN'), ('inconveniently', 'NN'), ('interfered', 'VB'), ('with', 'IN'), ('religious', 'JJ'), ('activities', 'NN'), ('--', '--'), ('at', 'IN'), ('least', 'NN'), ('with', 'IN'), ('the', 'AT'), ('peripheral', 'JJ'), ('activities', 'NN'), ('that', 'CS'), ('many', 'AP'), ('middle', 'JJ'), ('class', 'NN'), ('Jews', 'BE'), ('now', 'RB'), ('regard', 'VB'), ('as', 'CS'), ('religious', 'NN'), ('.', '.')]"
1312,"[('In', 'IN'), ('that', 'DT'), ('event', 'NN'), (',', ','), ('they', 'PP'), ('note', 'NN'), (',', ','), ('the', 'AT'), ('Revenue', 'NN'), ('Service', 'NN'), ('might', 'MD'), ('declare', 'IN'), ('the', 'AT'), ('pension', 'NN'), ('plan', 'NN'), ('is', 'BE'), ('discriminatory', 'NN'), ('and', 'CC'), ('deny', 'VB'), ('it', 'PP'), ('tax', 'NN'), ('privileges', 'NN'), ('under', 'IN'), ('the', 'AT'), ('law', 'NN'), ('.', '.')]"
1314,"[('The', 'AT'), ('purpose', 'NN'), ('of', 'IN'), ('the', 'AT'), ('present', 'JJ'), ('study', 'NN'), ('is', 'BE'), ('to', 'TO'), ('study', 'VB'), ('the', 'AT'), ('thermal', 'JJ'), ('conditions', 'NN'), ('and', 'CC'), ('to', 'TO'), ('establish', 'VB'), ('an', 'AT'), ('energy', 'NN'), ('balance', 'NN'), ('for', 'IN'), ('a', 'AT'), ('transpiration', 'RN'), ('cooled', 'AT'), ('anode', 'NN'), ('as', 'QL'), ('well', 'RB'), ('as', 'CS'), ('the', 'AT'), ('effect', 'NN'), ('of', 'IN'), ('blowing', 'VB'), ('on', 'IN'), ('the', 'AT'), ('arc', 'NN'), ('voltage', 'NN'), ('.', '.')]"
1315,"[('not', '*'), ('long', 'RB'), ('ago', ','), ('``', '``'), ('Denver', 'AT'), ('Mud', 'NN'), (""''"", ""''""), ('was', 'BE'), ('most', 'QL'), ('popular', 'JJ'), ('.', '.')]"
1317,"[('Mrs.', 'NP'), ('Trempler', 'PP'), ('was', 'BE'), ('tuberculosis', 'NN'), (',', ','), ('Mrs.', 'NP'), ('Surcliffe', 'PP'), ('was', 'BE'), (""Mothers'"", 'NP'), ('March', 'NN'), ('of', 'IN'), ('Dimes', 'NN'), (',', ','), ('Mrs.', 'NP'), ('Craven', 'PP'), ('was', 'BE'), ('cancer', 'NN'), (',', ','), ('and', 'CC'), ('Mrs.', 'NP'), ('Gilkson', 'PP'), ('did', 'DO'), ('the', 'AT'), ('kidney', 'NN'), ('.', '.')]"
1318,"[('He', 'PP'), ('is', 'BE'), ('the', 'AT'), ('sort', 'NN'), ('who', 'WP'), (',', ','), ('with', 'IN'), ('an', 'AT'), ('appraising', 'JJ'), ('eye', 'NN'), (',', ','), ('would', 'MD'), ('cross', 'VB'), ('the', 'AT'), ('street', 'NN'), ('to', 'TO'), ('help', 'VB'), ('a', 'AT'), ('strange', 'JJ'), ('woman', 'NN'), ('on', 'IN'), ('to', 'IN'), ('a', 'AT'), ('bus', 'NN'), ('and', 'CC'), ('then', 'RB'), ('pinch', 'IN'), ('her', 'PP'), ('.', '.')]"
1321,"[('Robinson', 'NP'), ('doubles', 'VB'), ('again', 'RB')]"
1323,"[('The', 'AT'), ('hull', 'NN'), ('was', 'BE'), ('also', 'RB'), ('a', 'AT'), ('result', 'NN'), ('of', 'IN'), ('almost', 'RB'), ('a', 'AT'), ('decade', 'NN'), ('of', 'IN'), ('work', 'NN'), ('.', '.')]"
1324,"[('The', 'AT'), ('vast', 'JJ'), ('industrial', 'JJ'), ('interests', 'NN'), ('caught', 'VB'), ('up', 'RP'), ('in', 'IN'), ('the', 'AT'), ('Selden', 'NP'), ('suit', 'NN'), (',', ','), ('as', 'QL'), ('well', 'RB'), ('as', 'CS'), ('the', 'AT'), ('complex', 'JJ'), ('character', 'NN'), ('of', 'IN'), ('the', 'AT'), ('automotive', 'JJ'), ('art', 'NN'), (',', ','), ('encouraged', 'IN'), ('both', 'AB'), ('sides', 'NN'), ('to', 'TO'), ('exploit', 'VB'), ('``', '``'), ('every', 'BE'), ('possible', 'JJ'), ('chance', 'NN'), (""''"", ""''""), ('for', 'NN'), ('or', 'CC'), ('against', 'IN'), ('the', 'AT'), ('patent', 'NN'), (',', ','), ('said', 'VB'), ('Parker', 'NN'), ('.', '.')]"
1325,"[('This', 'DT'), ('involves', 'VB'), ('a', 'AT'), ('shift', 'NN'), ('in', 'IN'), (""Patchen's"", 'JJ'), ('attitude', 'NN'), ('and', 'CC'), ('it', 'PP'), ('is', 'BE'), ('a', 'AT'), ('first', 'OD'), ('step', 'NN'), ('toward', 'IN'), ('writing', 'VB'), ('a', 'AT'), ('new', 'JJ'), ('jazz', 'IN'), ('poetry', 'NN'), ('.', '.')]"
1326,"[('During', 'IN'), ('fiscal', 'JJ'), ('years', 'NN'), ('1959', 'NN'), ('and', 'CC'), ('1960', 'NN'), (',', ','), ('there', 'EX'), ('were', 'BE'), ('139', 'IN'), ('military', 'JJ'), ('and', 'CC'), ('civilian', 'JJ'), ('students', 'NN'), ('who', 'WP'), ('came', 'VB'), ('to', 'IN'), ('the', 'AT'), ('Institute', 'NN'), ('for', 'IN'), ('varying', 'VB'), ('periods', 'NN'), ('of', 'IN'), ('special', 'JJ'), ('instruction', 'NN'), ('.', '.')]"
1330,"[('They', 'PP'), ('offer', 'VB'), ('exceptional', 'JJ'), ('design', 'IN'), ('freedom', 'NN'), (',', ','), ('making', 'VB'), ('it', 'PP'), ('possible', 'JJ'), ('to', 'TO'), ('incorporate', 'JJ'), ('contours', 'NN'), ('and', 'CC'), ('details', 'NN'), ('which', 'WD'), ('give', 'VB'), ('free', 'JJ'), ('range', 'NN'), ('to', 'IN'), ('the', 'AT'), ('talents', 'NN'), ('of', 'IN'), ('the', 'AT'), ('designer', 'NN'), ('.', '.')]"
1332,"[('Feelers', 'NN'), ('were', 'BE'), ('put', 'VB'), ('out', 'IN'), ('last', 'AP'), ('year', 'NN'), ('to', 'IN'), ('the', 'AT'), ('City', 'NN'), ('of', 'IN'), ('Warwick', 'NP'), (',', ','), ('as', 'CS'), ('reported', 'VB'), ('in', 'IN'), ('your', 'PP'), ('newspapers', 'NN'), (',', ','), ('suggesting', 'JJ'), ('investigation', 'NN'), ('of', 'IN'), ('a', 'AT'), ('common', 'JJ'), ('rubbish', 'PP'), ('disposal', 'NN'), ('area', 'NN'), ('to', 'TO'), ('service', 'IN'), ('the', 'AT'), ('Potowomut', 'NN'), ('and', 'CC'), ('Cowessett', 'JJ'), ('areas', 'NN'), ('of', 'IN'), ('Warwick', 'VB'), ('along', 'RB'), ('with', 'IN'), ('East', 'JJ'), ('Greenwich', 'NP'), ('.', '.')]"
1334,"[('The', 'AT'), ('bedsprings', 'HV'), ('betrayed', 'VB'), ('him', 'PP'), ('with', 'IN'), ('a', 'AT'), ('creak', 'NN'), ('.', '.')]"
1336,"[('If', 'CS'), ('we', 'PP'), ('manage', 'VB'), ('to', 'TO'), ('keep', 'VB'), ('track', 'NN'), ('of', 'IN'), ('a', 'AT'), ('Bombus', 'AT'), ('queen', 'NN'), ('after', 'CS'), ('she', 'PP'), ('has', 'HV'), ('left', 'VB'), ('her', 'PP'), ('feeding', 'VB'), ('place', 'NN'), (',', ','), ('we', 'PP'), ('may', 'MD'), ('discover', 'VB'), ('the', 'AT'), ('snug', 'AT'), ('little', 'JJ'), ('hideout', 'NN'), ('which', 'WD'), ('she', 'PP'), ('has', 'HV'), ('fixed', 'VB'), ('up', 'RP'), ('for', 'IN'), ('herself', 'PP'), ('when', 'WR'), ('she', 'PP'), ('woke', 'VB'), ('up', 'RP'), ('from', 'IN'), ('her', 'PP'), ('winter', 'IN'), ('sleep', 'NN'), ('.', '.')]"
1338,"[('Brakes', 'NN'), ('howled', 'NN'), ('and', 'CC'), ('a', 'AT'), ('horn', 'NN'), ('blared', 'RN'), ('furiously', 'NN'), (',', ','), ('but', 'CC'), ('the', 'AT'), ('man', 'NN'), ('would', 'MD'), ('have', 'HV'), ('been', 'BE'), ('hit', 'VB'), ('if', 'CS'), ('Phil', 'PP'), (""hadn't"", 'HV'), ('called', 'VB'), ('out', 'RP'), ('to', 'IN'), ('him', 'PP'), ('a', 'AT'), ('second', 'OD'), ('before', 'NN'), ('.', '.')]"
1339,"[('On', 'IN'), ('the', 'AT'), (""Christophers'"", 'AT'), ('lawn', 'NN'), (',', ','), ('little', 'JJ'), ('girls', 'NN'), ('in', 'IN'), ('white', 'JJ'), ('pinafores', 'NN'), ('were', 'BE'), ('playing', 'VB'), ('grownups', 'NN'), ('at', 'IN'), ('a', 'AT'), ('tea', 'NN'), ('party', 'NN'), ('.', '.')]"
1340,"[('8', 'CD')]"
1342,"[('``', '``'), ('Dandy', 'NN'), ('is', 'BE'), ('to', 'TO'), ('be', 'BE'), ('our', 'PP'), ('house', 'NN'), ('guest', 'NN'), (',', ','), ('Louis', 'NN'), ('.', '.')]"
1346,"[('To', 'TO'), ('be', 'BE'), ('sure', 'JJ'), (',', ','), ('Lanza', 'BE'), ('made', 'VB'), ('numerous', 'JJ'), ('concert', 'VB'), ('tours', 'NN'), (',', ','), ('here', 'RB'), ('and', 'CC'), ('abroad', 'RB'), (',', ','), ('but', 'CC'), ('these', 'PP'), ('did', 'DO'), ('not', '*'), ('take', 'VB'), ('him', 'PP'), ('to', 'IN'), ('New', 'JJ'), ('York', 'NP'), ('where', 'IN'), ('the', 'AT'), ('carping', 'JJ'), ('critic', 'NN'), ('might', 'MD'), ('lurk', 'NN'), ('.', '.')]"
1347,"[('elsewhere', 'RB')]"
1349,"[('Out', 'IN'), ('of', 'IN'), ('this', 'DT'), ('session', 'NN'), ('may', 'MD'), ('come', 'VB'), (':', ':'), ('1', 'CD')]"
1351,"[('I', 'PP'), ('never', 'RB'), ('did', 'DO'), ('miss', 'VB'), ('one', 'CD'), ('in', 'IN'), ('a', 'AT'), ('playoff', 'AT'), ('game', 'NN'), ('--', '--'), ('I', 'PP'), ('kicked', 'VB'), ('about', 'IN'), ('20', 'NN'), ('in', 'IN'), ('the', 'AT'), ('five', 'CD'), ('playoff', 'RN'), ('games', 'IN'), ('my', 'PP'), ('last', 'AP'), ('two', 'CD'), ('years', 'NN'), (""''"", ""''""), ('.', '.')]"
1352,"[('And', 'CC'), ('if', 'CS'), ('the', 'AT'), ('foreigners', 'NN'), ('fighting', 'VB'), ('in', 'IN'), ('the', 'AT'), ('Katanga', 'AT'), ('Army', 'NN'), ('are', 'BE'), ('mercenaries', 'CC'), ('then', 'RB'), ('Lafayette', 'NN'), ('and', 'CC'), ('Von', 'RN'), ('Steuben', 'NN'), ('were', 'BE'), ('mercenaries', ','), ('too', 'RB'), (',', ','), ('as', 'CS'), ('were', 'BE'), ('also', 'RB'), ('the', 'AT'), ('members', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Lafayette', 'AT'), ('Escadrille', 'NN'), ('in', 'IN'), ('the', 'AT'), ('early', 'JJ'), ('part', 'NN'), ('of', 'IN'), ('World', 'NN'), ('War', 'NN'), ('1', 'CD'), (',', ','), ('and', 'CC'), ('of', 'IN'), (""Chennault's"", 'AT'), ('Flying', 'VB'), ('Tigers', 'NN'), ('in', 'IN'), ('the', 'AT'), ('early', 'JJ'), ('days', 'NN'), ('of', 'IN'), ('World', 'NN'), ('War', 'NN'), ('2', 'CD'), ('.', '.')]"
1354,"[('A', 'AT'), ('sizable', 'JJ'), ('supply', 'NN'), ('of', 'IN'), ('powder', 'NN'), ('had', 'HV'), ('been', 'BE'), ('touched', 'VB'), ('off', 'RP'), ('.', '.')]"
1355,"[('So', 'CS'), ('they', 'PP'), ('stayed', 'VB'), ('quiet', 'NN'), ('and', 'CC'), ('hung', 'VB'), ('not', 'NN'), ('on', 'IN'), ('what', 'WD'), ('he', 'PP'), ('said', 'VB'), ('but', 'CC'), ('on', 'IN'), ('how', 'WR'), ('he', 'PP'), ('said', 'VB'), ('it', 'PP'), (',', ','), ('not', '*'), ('listening', 'VB'), ('exactly', 'RB'), (',', ','), ('but', 'CC'), ('rather', 'RB'), (',', ','), ('feeling', 'VB'), ('.', '.')]"
1360,"[('The', 'AT'), ('area', 'NN'), ('may', 'MD'), ('include', 'VB'), ('constant', 'JJ'), ('information', 'NN'), ('supplied', 'VB'), ('by', 'IN'), ('the', 'AT'), ('programmer', 'NN'), ('.', '.')]"
1361,"[('How', 'WR'), ('long', 'JJ'), ('will', 'NN'), ('this', 'DT'), ('take', '.'), ('?', '.'), ('?', '.')]"
1362,"[('``', '``'), ('A', 'AT'), ('charge', 'NN'), ('to', 'TO'), ('keep', 'VB'), ('I', 'PP'), ('have', 'HV'), (',', ','), ('A', 'IN'), ('God', 'NP'), ('to', 'TO'), ('glorify', 'NN'), (""''"", ""''""), ('.', '.')]"
1364,"[('The', 'AT'), ('only', 'AP'), ('thing', 'NN'), ('which', 'WD'), ('would', 'MD'), ('have', 'HV'), ('attracted', 'VB'), ('attention', 'NN'), ('was', 'BE'), ('that', 'CS'), ('two', 'CD'), ('wore', 'IN'), ('the', 'AT'), ('uniform', 'NN'), ('of', 'IN'), ('prison', 'NN'), ('guards', 'NN'), (',', ','), ('three', 'IN'), ('the', 'AT'), ('striped', 'VB'), ('suits', 'NN'), ('of', 'IN'), ('convicts', 'NN'), ('.', '.')]"
1365,"[('I', 'PP'), ('can', 'MD'), ('look', 'VB'), ('at', 'IN'), ('furniture', 'NN'), ('in', 'IN'), ('one', 'CD'), ('spot', 'AT'), ('year', 'NN'), ('in', 'IN'), ('and', 'CC'), ('year', 'VB'), ('out', 'RP'), ('and', 'CC'), ('really', 'PP'), ('feel', 'VB'), ('for', 'IN'), ('sure', 'JJ'), (""that's"", 'NN'), ('where', 'WR'), ('it', 'PP'), ('belongs', 'NN'), ('.', '.')]"
1366,"[('the', 'AT'), ('other', 'AP'), (',', ','), ('is', 'BE'), ('how', 'VB'), ('to', 'TO'), ('finance', 'VB'), ('the', 'AT'), ('transition', 'NN'), ('.', '.')]"
1369,"[('But', 'CC'), ('it', 'PP'), ('was', 'BE'), ('a', 'AT'), ('hopeful', 'JJ'), ('sign', 'NN'), (',', ','), ('he', 'PP'), ('told', 'VB'), ('himself', 'PP'), ('.', '.')]"
1373,"[('Rathbone', 'NP'), ('said', 'VB'), ('he', 'PP'), ('was', 'BE'), ('bleeding', 'VB'), ('to', 'IN'), ('death', 'NN'), ('.', '.')]"
1375,"[('It', 'PP'), ('is', 'BE'), ('natural', 'NN'), ('from', 'IN'), ('the', 'AT'), (""marksman's"", 'DT'), ('viewpoint', 'NN'), ('to', 'TO'), ('call', 'VB'), ('a', 'AT'), (""bull's-eye"", 'IN'), ('a', 'AT'), ('success', 'NN'), (',', ','), ('but', 'CC'), ('in', 'IN'), ('the', 'AT'), ('mice', 'IN'), ('example', 'NN'), ('it', 'PP'), ('is', 'BE'), ('arbitrary', 'NN'), ('which', 'WD'), ('category', 'NN'), ('corresponds', 'VB'), ('to', 'IN'), ('straight', 'JJ'), ('hair', 'NN'), ('in', 'IN'), ('a', 'AT'), ('mouse', 'NN'), ('.', '.')]"
1377,"[('It', 'PP'), ('omits', 'NN'), (',', ','), ('for', 'IN'), ('example', 'NN'), (',', ','), ('practically', 'IN'), ('the', 'AT'), ('whole', 'JJ'), ('line', 'NN'), ('of', 'IN'), ('great', 'JJ'), ('nineteenth', 'OD'), ('century', 'NN'), ('English', 'IN'), ('social', 'JJ'), ('critics', 'NN'), (',', ','), ('nearly', 'IN'), ('all', 'AB'), ('the', 'AT'), ('great', 'JJ'), ('writers', 'NN'), ('whose', 'WP'), ('basic', 'JJ'), ('position', 'NN'), ('is', 'BE'), ('religious', 'NN'), (',', ','), ('and', 'CC'), ('all', 'AB'), ('those', 'DT'), ('who', 'WP'), ('are', 'BE'), ('with', 'IN'), ('more', 'AP'), ('or', 'CC'), ('less', 'QL'), ('accuracy', 'BE'), ('called', 'VB'), ('Existentialists', 'NN'), ('.', '.')]"
1378,"[('Gradually', 'RB'), ('they', 'PP'), ('emerged', 'VB'), ('as', 'CS'), ('men', 'NN'), ('.', '.')]"
1379,"[('(', '('), ('``', '``'), ('One', 'NN'), ('of', 'IN'), ('the', 'AT'), ('reasons', 'NN'), ('they', 'PP'), ('get', 'VB'), ('along', 'RB'), ('fine', 'NN'), (""''"", ""''""), (',', ','), ('says', 'VB'), ('a', 'AT'), ('sportswriter', 'NN'), ('who', 'WP'), ('is', 'BE'), ('friendly', 'NN'), ('with', 'IN'), ('the', 'AT'), ('two', 'CD'), ('men', 'NN'), (',', ','), ('``', '``'), ('is', 'BE'), ('that', 'CS'), ('both', 'TO'), ('realize', 'VB'), ('Mantle', 'NN'), ('is', 'BE'), ('head-and-shoulders', 'NN'), ('above', 'IN'), ('Maris', 'NN'), (""''"", ""''""), ('.', '.')]"
1380,"[('By', 'IN'), ('this', 'DT'), ('time', 'NN'), ('word', 'NN'), ('had', 'HV'), ('got', 'VB'), ('around', 'RB'), ('that', 'CS'), ('an', 'AT'), ('American', 'JJ'), ('doctor', 'NN'), ('was', 'BE'), ('on', 'IN'), ('the', 'AT'), ('premises', 'NN'), ('.', '.')]"
1382,"[('More', 'AP'), ('than', 'IN'), ('a', 'AT'), ('beautiful', 'JJ'), ('visualization', 'NN'), ('of', 'IN'), ('the', 'AT'), ('illustrious', 'JJ'), ('adventures', 'NN'), ('and', 'CC'), ('escapades', 'NN'), ('of', 'IN'), ('the', 'AT'), ('tragi-comic', 'AT'), ('knight-errant', 'NN'), ('and', 'CC'), ('his', 'PP'), ('squire', 'NN'), (',', ','), ('Sancho', 'RN'), ('Panza', 'NN'), (',', ','), ('in', 'IN'), ('seventeenth-century', 'RN'), ('Spain', 'NN'), (',', ','), ('this', 'DT'), ('inevitably', 'AT'), ('abbreviated', 'NP'), ('rendering', 'NN'), ('of', 'IN'), ('the', 'AT'), ('classic', 'JJ'), ('satire', 'NN'), ('on', 'IN'), ('chivalry', 'NN'), ('is', 'BE'), ('an', 'AT'), ('affectingly', 'AT'), ('warm', 'JJ'), ('and', 'CC'), ('human', 'JJ'), ('exposition', 'NN'), ('of', 'IN'), ('character', 'NN'), ('.', '.')]"
1384,"[('The', 'AT'), ('Alabamas', 'NN'), ('brought', 'VB'), ('in', 'IN'), ('annually', 'RB'), ('15,000', 'VB'), ('to', 'TO'), ('20,000', 'DT'), ('deerskins', 'NN'), (',', ','), ('and', 'CC'), ('the', 'AT'), ('Choctaws', 'NN'), ('and', 'CC'), ('Chickasaws', 'NN'), ('brought', 'VB'), ('the', 'AT'), ('total', 'NN'), ('up', 'RP'), ('to', 'IN'), ('50,000', 'PP'), ('pelts', 'NN'), ('.', '.')]"
1390,"[('Gaunt', 'NN'), ('scaffoldings', 'RN'), ('adjoined', 'IN'), ('the', 'AT'), ('ruins', 'NN'), (',', ','), ('and', 'CC'), ('on', 'IN'), ('the', 'AT'), ('ground', 'NN'), ('segments', 'NN'), ('of', 'IN'), ('columns', 'IN'), ('two', 'CD'), ('and', 'CC'), ('a', 'AT'), ('half', 'NN'), ('to', 'IN'), ('three', 'CD'), ('feet', 'NN'), ('in', 'IN'), ('thickness', 'NN'), ('were', 'BE'), ('being', 'BE'), ('fitted', 'VB'), ('with', 'IN'), ('sections', 'NN'), ('cunningly', ','), ('chiseled', 'VB'), ('to', 'TO'), ('match', 'VB'), ('exactly', 'IN'), ('the', 'AT'), ('fluting', 'NN'), ('and', 'CC'), ('proportion', 'NN'), ('of', 'IN'), ('the', 'AT'), ('original', 'JJ'), ('.', '.')]"
1393,"[('I', 'PP'), ('would', 'MD'), ('have', 'HV'), ('stood', 'VB'), ('there', 'RB'), ('and', 'CC'), ('died', 'VB'), ('there', 'RB'), ('if', 'CS'), ('left', 'VB'), ('to', 'IN'), ('myself', 'PP'), (',', ','), ('but', 'CC'), ('Cousin', 'NN'), ('Simmons', 'NP'), ('grabbed', 'VB'), ('my', 'PP'), ('arm', 'NN'), ('in', 'IN'), ('his', 'PP'), ('viselike', 'PP'), ('grip', 'NN'), ('and', 'CC'), ('fairly', 'RB'), ('plucked', 'VB'), ('me', 'PP'), ('out', 'NN'), ('of', 'IN'), ('there', 'RB'), (';', '.'), (';', '.')]"
